s.1,,Sample 6,,Sample 10,,Blank,
576,0.0318614680180411,576,0.0328051829861149,576,0.0674386339454137,576,0.0306651780679331
575,0.0318846730669047,575,0.032620104438098,575,0.0663155446950836,575,0.0302968348625082
574,0.032124345379689,574,0.0328819616731198,574,0.0654324676114727,574,0.0306930421318974
573,0.0323159331141601,573,0.0330614813268436,573,0.0648805118431025,573,0.0308561508259611
572,0.0322141903951982,572,0.0330381853836133,572,0.0637762719050001,572,0.0305715701276043
571,0.0320563397942227,571,0.0328950014385033,571,0.0625771149753888,571,0.0304555465085476
570,0.0323530504641923,570,0.0331590920660715,570,0.061972849345326,570,0.0305362432353916
569,0.0325141335695938,569,0.0331597626221203,569,0.0613095590466343,569,0.0307550273337794
568,0.032895308589731,568,0.0336816013811508,568,0.0606646338086836,568,0.0311007897466673
567,0.0329395127088636,567,0.033808339596198,567,0.0598192228781439,567,0.0310489592706305
566,0.0325377362167076,566,0.0332784673555489,566,0.0586710746552784,566,0.0304974480647035
565,0.0327247334860799,565,0.0334194574020381,565,0.0582187968803605,565,0.0303781683765799
564,0.0331719725112353,564,0.0338614799314051,564,0.0575119167144759,564,0.0303394706003949
563,0.0332628449869883,563,0.0340961978881578,563,0.0570406227166699,563,0.0307190742834765
562,0.0333626533686458,562,0.0340823100276476,562,0.0566079977864708,562,0.0308077119860252
561,0.0334155434999992,561,0.0342043199888097,561,0.0557846556694296,561,0.030655177444054
560,0.0336026115448831,560,0.0344096328283304,560,0.0556105885335194,560,0.0307139621903513
559,0.0337942930533338,559,0.0345396388360804,559,0.054989019015609,559,0.0308568734198352
558,0.0341232468912845,558,0.0347593558837868,558,0.0546026955300864,558,0.0310809911093805
557,0.0342374817065545,557,0.0349119083047077,557,0.054174309301401,557,0.0309947718947824
556,0.034345190731556,556,0.0352678478765982,556,0.0536061564016896,556,0.0308426996825734
555,0.0347867266701096,555,0.0354816416170145,555,0.0530946724767636,555,0.0310748459293929
554,0.0349284036684769,554,0.0357393842824525,554,0.0529978583631379,554,0.0311727898724461
553,0.03487013968373,553,0.0354065364343387,553,0.0519898763018217,553,0.0305670430146939
552,0.0346290878551166,552,0.0351080136417006,552,0.0515830058237147,552,0.030503585079998
551,0.0350548047568257,551,0.0358147438318282,551,0.0517672183445984,551,0.0309151851500854
550,0.035498411451375,550,0.0361163409933833,550,0.0513925775923984,550,0.0309437602003245
549,0.0359565035621877,549,0.0366148219069339,549,0.0513938596581844,549,0.0314488870723173
548,0.0360066731870369,548,0.0368612337425098,548,0.0510858064887195,548,0.0314181916603076
547,0.0358354903821725,547,0.0364089990042367,547,0.050181522680958,547,0.0309649147317228
546,0.0356958216900806,546,0.0365023533656653,546,0.0496504880323699,546,0.0307148512457027
545,0.0364142348757013,545,0.0371569603431001,545,0.0499622292047083,545,0.0311051833868642
544,0.0367574628668517,544,0.0375427702350319,544,0.0496666821466368,544,0.0312159289219968
543,0.0370470576694067,543,0.0377808987103682,543,0.0497347736857049,543,0.0313991576985796
542,0.0366696587704865,542,0.037501368685235,542,0.0490017692268989,542,0.0310167629802415
541,0.0358471291248448,541,0.0367044177176375,541,0.0479189718192436,541,0.0300551171923724
540,0.0361880521037119,540,0.0369806727867942,540,0.0478858182547552,540,0.0301243083468189
539,0.0372060561830518,539,0.0379269740369367,539,0.0483567089192549,539,0.0309556577600423
538,0.0380477237981832,538,0.0388179894653013,538,0.0488064734463882,538,0.0315174099529569
537,0.0376167214735769,537,0.0384909489454636,537,0.0481679211753703,537,0.0310150114370463
536,0.0375083110009844,536,0.0384003617094817,536,0.047713992119257,536,0.030713462097516
535,0.0388441169239774,535,0.0395456448571804,535,0.0483648107507539,535,0.0317115425896914
534,0.0385955026927027,534,0.0393511251932905,534,0.0480568738670658,534,0.0313828514883974
533,0.0377295354798306,533,0.0387706356834969,533,0.0470467806600428,533,0.0304043204762363
532,0.0383937444627844,532,0.0392256775990092,532,0.04730233106461,532,0.0307388286436361
531,0.0393081623257736,531,0.0400608822949938,531,0.0479194632163041,531,0.031402552583844
530,0.0399042406019435,530,0.0407306309194931,530,0.0482493449904102,530,0.0318375678353273
529,0.0390601603658038,529,0.0398114856300334,529,0.0471947368668079,529,0.0306974316489366
528,0.0383939424131458,528,0.0391996688316695,528,0.0464111830494036,528,0.0299634434082297
527,0.0393789002851361,527,0.0399965896404783,527,0.0469497766784704,527,0.030625482504166
526,0.0395060081641611,526,0.0403774601535258,526,0.0471625330576121,526,0.0305389926309573
525,0.0396610314745981,525,0.0403779714992588,525,0.0469253199807446,525,0.0302880917225116
524,0.0401545423573086,524,0.0409021901732158,524,0.0471262633469439,524,0.0305466854766902
523,0.0404159832179013,523,0.0413575929687822,523,0.0473064010035533,523,0.0308417269920761
522,0.0409093861660915,522,0.0417521984653487,522,0.0475320103165359,522,0.0309283883686235
521,0.0415245294627055,521,0.0419832944128181,521,0.0479320373890543,521,0.0311197828270075
520,0.0418770382879194,520,0.042760435396077,520,0.0481554847784682,520,0.0314194439238786
519,0.0417931237318531,519,0.042548253869624,519,0.0478560486839441,519,0.030949180777065
518,0.0415449524050793,518,0.0423104368037738,518,0.047281837625374,518,0.0304561296038575
517,0.0419121595183085,517,0.0427296726449096,517,0.0475823221022509,517,0.0304323899277255
516,0.0425893398832661,516,0.043231774883645,516,0.0478902405107116,516,0.0307712822013712
515,0.0429452005597272,515,0.0438072667165696,515,0.0483711187099257,515,0.0310187925550012
514,0.0434202022556333,514,0.0441409443952069,514,0.0487584234621413,514,0.031182941487603
513,0.0437522655949393,513,0.0446127813214227,513,0.0489963504024487,513,0.0310507109507456
512,0.0439628594036572,512,0.0447494938941495,512,0.0490268647714728,512,0.0308798858843457
511,0.0444188753533708,511,0.0451694834851904,511,0.0494173655183,511,0.0309068186867366
510,0.0448364786877493,510,0.0454652615365456,510,0.049579914283675,510,0.0309207165548905
509,0.0450128262985807,509,0.0456772342175904,509,0.0497263269684927,509,0.0307875376773764
508,0.0453078655270233,508,0.0461328669742503,508,0.0500343174518122,508,0.030805600031009
507,0.0460427728284447,507,0.046939682355657,507,0.0505296158454224,507,0.0308015706716387
506,0.0464291004474437,506,0.0472461351686613,506,0.0509779987271246,506,0.0310247145191291
505,0.046939941921019,505,0.0478362516039945,505,0.0515284684852396,505,0.0309560747365049
504,0.0474370634229691,504,0.0482158480167963,504,0.0517570989146401,504,0.0308258307589603
503,0.0479326733338997,503,0.0489141200709459,503,0.0523071853324132,503,0.0309525165502257
502,0.048654695330543,502,0.0495433260771364,502,0.0530357039699212,502,0.0310047803417488
501,0.0494752935549777,501,0.0503476714782994,501,0.0536916820126552,501,0.0310536026286163
500,0.050245800805882,500,0.0510771587542252,500,0.0545066305531488,500,0.0310873866379049
499,0.0507907743691665,499,0.0517473004982204,499,0.055130948141404,499,0.0311579661592989
498,0.0515918968461481,498,0.0525621111348069,498,0.0557645232900144,498,0.0310391722355593
497,0.0521958045020302,497,0.0530012801255111,497,0.0561135872548173,497,0.0307438298900126
496,0.0529266216391847,496,0.0537035163345958,496,0.0570944396089004,496,0.0305171368055655
495,0.0542984306377862,495,0.0550030335547446,495,0.0582804568507473,495,0.0308804417560594
494,0.0558649001267142,494,0.0567462681642821,494,0.059882893287796,494,0.0315741401601581
493,0.0575966189491939,493,0.058313584568894,493,0.0614080055432518,493,0.0318455344167573
492,0.057653253942856,492,0.0583141766869324,492,0.061538477060375,492,0.0309599665361281
491,0.0581997056735954,491,0.0588527757958864,491,0.0620816895165466,491,0.0301607393948667
490,0.0605182663987368,490,0.0614187101870813,490,0.0645126804025488,490,0.0311027919063078
489,0.0626434636125244,489,0.0633274840415456,489,0.0665380053494131,489,0.0315468319077275
488,0.063324908378406,488,0.0642353679474224,488,0.0672843745994503,488,0.0308018207687184
487,0.0645102478574632,487,0.0652050678181156,487,0.0682813311475423,487,0.0303160981476069
486,0.0676322082287448,486,0.0684241569706726,486,0.0713138569670678,486,0.031254176343856
485,0.0702017090943147,485,0.0709373991648566,485,0.0740495255028425,485,0.0316950297260413
484,0.070640756202254,484,0.0714847214232878,484,0.0745455243389833,484,0.030638538027447
483,0.071852918664551,483,0.0727591086198619,483,0.0757738277968819,483,0.0297626331150362
482,0.0752606324799827,482,0.0758809110602354,482,0.0790242294426445,482,0.0302963630060151
481,0.078271686126611,481,0.0790636361337926,481,0.0821488650970538,481,0.030592623211331
480,0.0814664242875197,480,0.0819674387782827,480,0.0854441109437536,480,0.0310988988265932
479,0.0848622730238606,479,0.085393407294413,479,0.0885955454956351,479,0.0311570483850616
478,0.0877222928984335,478,0.0884772839150034,478,0.0917176087760178,478,0.0311951237390271
477,0.0909847691129872,477,0.0915102500869337,477,0.0948105600542553,477,0.030985847890754
476,0.094245374499653,476,0.0948613124519602,476,0.0980909754747509,476,0.0311848605867268
475,0.0981191391415618,475,0.0987458961610358,475,0.101842427612045,475,0.0311988507974541
474,0.101815821336446,474,0.102369784055053,474,0.105701745642024,474,0.0313362736391013
473,0.10516594402083,473,0.105857161664344,473,0.109043329932566,473,0.0311813839641136
472,0.108834384894584,472,0.109577209896181,472,0.112797098016749,472,0.0312501984550398
471,0.112676086493253,471,0.113357694226824,471,0.116583695968227,471,0.0313294849312257
470,0.116378774214915,470,0.116985086516274,470,0.120337751806993,470,0.0314230337661278
469,0.120237598763197,469,0.12087780829571,469,0.124049997626089,469,0.0315048289875086
468,0.123754808990237,468,0.12432729197595,468,0.127818429926999,468,0.0313878045045657
467,0.127037525943673,467,0.127595047163832,467,0.130786675087746,467,0.0313723612979704
466,0.130241884322467,466,0.130717590105953,466,0.1340579006753,466,0.0314595182647904
465,0.133231193899765,465,0.133674371093303,465,0.137113047075155,465,0.0313718326213401
464,0.135980362348301,464,0.136673227924525,464,0.139940351419489,464,0.0313181892016669
463,0.139048361989739,463,0.139607389965288,463,0.142838906812807,463,0.0314297126213641
462,0.141703549565423,462,0.142286949593847,462,0.145756104899042,462,0.0319667781937161
461,0.14398917641884,461,0.144616717168017,461,0.147885391841825,461,0.0318423867639739
460,0.145053307571002,460,0.145518998507227,460,0.148734883064426,460,0.0312012984353135
459,0.146041274579342,459,0.146762441000546,459,0.149904954120718,459,0.0309276378591258
458,0.148094560005765,458,0.148456392653839,458,0.151817869706009,458,0.0310565499354896
457,0.14937184316485,457,0.150008385908603,457,0.153178501677193,457,0.0314193882676433
456,0.150519910802935,456,0.151244488593499,456,0.154139924759226,456,0.0315629772521274
455,0.151107145127372,455,0.151999002011939,455,0.154877894097998,455,0.0315802645707449
454,0.151779133652098,454,0.152326789336188,454,0.155421846795769,454,0.0318457851157475
453,0.15163596874637,453,0.152484560853637,453,0.15525134657609,453,0.0314956996655493
452,0.151544001016586,452,0.152415025488916,452,0.155123311830814,452,0.0314189708461052
451,0.151397538761801,451,0.15227433408755,451,0.155112434317617,451,0.0317273598842468
450,0.150970651308712,450,0.151997422470284,450,0.154724315036314,450,0.0318424703296822
449,0.15048260813805,449,0.151610681184278,449,0.154005869717945,449,0.0318365372043496
448,0.149653844265845,448,0.150857647538606,448,0.153301100847983,448,0.0318623594255896
447,0.148518919907628,447,0.149873625986753,447,0.152038786316052,447,0.0316749255355549
446,0.147364638072343,446,0.148727299753871,446,0.15079610143392,446,0.031374364709989
445,0.146495186555766,445,0.14781855351895,445,0.149744645144763,445,0.0312579039091013
444,0.145714538574422,444,0.147173439654377,444,0.14889051600504,444,0.0317091477678422
443,0.144727638840337,443,0.146515498794161,443,0.14809357707654,443,0.0318440859365367
442,0.143833018614388,442,0.145581140443267,442,0.147086080332268,442,0.0320136466467331
441,0.142390451029276,441,0.144608916514587,441,0.145885246578006,441,0.0316365296747119
440,0.141409311116316,440,0.143622865710859,440,0.144741510557156,440,0.031542294617257
439,0.140743573065133,439,0.143018346905097,439,0.143860885655695,439,0.0316026194023411
438,0.139890121212001,438,0.142470545951079,438,0.143155927077255,438,0.0316197690942232
437,0.139406764953967,437,0.142162213029354,437,0.142472091220426,437,0.0316959207920334
436,0.138904306571364,436,0.141888945036549,436,0.142086124438653,436,0.0320183560634528
435,0.138446505584087,435,0.141567145885574,435,0.141330630290405,435,0.0321773358010095
434,0.137798337720936,434,0.141117493003841,434,0.140762043066391,434,0.031877485776372
433,0.137063391233352,433,0.140801885104233,433,0.140263020715722,433,0.0318757029010088
432,0.136625146946616,432,0.140708174424836,432,0.13950744064131,432,0.0318390162938086
431,0.136224572734263,431,0.140542744616836,431,0.139150523777353,431,0.0319459091486601
430,0.135742587515818,430,0.140319337280049,430,0.138543860549709,430,0.0320207804576522
429,0.135092892608265,429,0.140290516589391,429,0.138108781140826,429,0.0319538777177402
428,0.135012557089968,428,0.140186406157923,428,0.137603699166872,428,0.0321246519863596
427,0.134205222926375,427,0.140166995469174,427,0.137175417745087,427,0.0321538363575999
426,0.13364852339223,426,0.140058947767555,426,0.136370222331374,426,0.0323719310547715
425,0.132711685335398,425,0.139607782668711,425,0.135291180738214,425,0.0321846674415749
424,0.131548702800789,424,0.139038735416302,424,0.134284950778432,424,0.0320152907568272
423,0.130802067669297,423,0.138661043050973,423,0.133333474149593,423,0.0321200250359815
422,0.129664696978205,422,0.138182539182451,422,0.132283986366373,422,0.0323034405348242
421,0.128023191265636,421,0.137246176879385,421,0.130504772506386,421,0.0319941407307606
420,0.126489517503995,420,0.13630715229164,420,0.128908890809293,420,0.031641847535587
419,0.124954544593984,419,0.135536383104484,419,0.127326382858442,419,0.0318166771445266
418,0.123153036610901,418,0.134395486748019,418,0.125510156825929,418,0.0320756255424342
417,0.12114802016003,417,0.133313769166617,417,0.123509871798824,417,0.0320298093551048
416,0.119060135250699,416,0.132107171753464,416,0.121375299285888,416,0.0321728476714721
415,0.11679464226766,415,0.130805810947733,415,0.119160800439397,415,0.0321070363905109
414,0.114473952956048,414,0.129300365282391,414,0.116580716564932,414,0.0322330928300888
413,0.112020706946271,413,0.128026910668696,413,0.114029165003384,413,0.0323282866207557
412,0.109858980780521,412,0.126974964437855,412,0.111802020210084,412,0.0325989249379653
411,0.107316177229891,411,0.125966347297449,411,0.109360715464711,411,0.0323474450111274
410,0.104838360650195,410,0.124779204804005,410,0.106693849312036,410,0.0320568971737713
409,0.102324109519938,409,0.123926843109345,409,0.104332060299242,409,0.0321091825562124
408,0.10021534505448,408,0.123640753892858,408,0.102331579631829,408,0.0324185085474353
407,0.0984295471411613,407,0.123311009278402,407,0.100335803395953,407,0.0324908390704489
406,0.0965327206943484,406,0.12324444403957,406,0.0984751061652795,406,0.0324756913420296
405,0.0945758107815178,405,0.123232858054426,405,0.0965053385878488,405,0.0322236972692022
404,0.0929510827469777,404,0.123632082250178,404,0.0946627163174926,404,0.0323828358761502
403,0.0913509704761195,403,0.124344284078586,403,0.0930944317555972,403,0.0319053998731363
402,0.0903409297960284,402,0.125770091740469,402,0.0919339593221671,402,0.0323312147043082
401,0.0890550906910098,401,0.127490637503057,401,0.0907241330006912,401,0.0325765745698136
400,0.0880049397732931,400,0.129395307613847,400,0.0898685612136253,400,0.0323626440442748
399,0.0870879819429483,399,0.131498382596251,399,0.0887426715374878,399,0.0324153567391598
398,0.0863717176740786,398,0.134009438736701,398,0.08808356471706,398,0.0323273105972919
397,0.0858894480519806,397,0.13698630992346,397,0.0873673989277709,397,0.0325274691865726
396,0.0853305480302709,396,0.140820643986895,396,0.0870606511347548,396,0.0328045129773177
395,0.0846863477583913,395,0.144072416216433,395,0.0861723562964323,395,0.0327067586048789
394,0.0838392171906972,394,0.147400147311886,394,0.085604990044143,394,0.0323452976676772
393,0.0838220427591384,393,0.15217124324986,393,0.0848919522942688,393,0.0324734875728952
392,0.0830065215170336,392,0.156465554689521,392,0.0845032924965793,392,0.0323161840848378
391,0.0819291744459642,391,0.160553843211771,391,0.0837891086834558,391,0.0320201952578132
390,0.0817423716204699,390,0.166436786986552,390,0.0836759462675435,390,0.0323820270692555
389,0.0813828063208442,389,0.172604000198123,389,0.0830250739948006,389,0.0326456942238788
388,0.0809816141272664,388,0.178523650903241,388,0.08227383129182,388,0.0326878355431417
387,0.0802059333518028,387,0.184265312273272,387,0.0818120890257819,387,0.0325295337329185
386,0.079183027005897,386,0.191224246535427,386,0.0812784469583225,386,0.0326596478502755
385,0.0790308125023999,385,0.199032920161274,385,0.0806768173377018,385,0.0329856763294819
384,0.0782833105971577,384,0.206558689756594,384,0.0798174608556028,384,0.0326041987880632
383,0.0774218971922913,383,0.214809706832928,383,0.0793639772947354,383,0.0325271901945759
382,0.0772999893085914,382,0.224486221521534,382,0.0788752057336461,382,0.032861327812221
381,0.0768192493075374,381,0.234148547132562,381,0.078711369723745,381,0.0328321796171275
380,0.0765828458002573,380,0.244962163460744,380,0.0786631524456235,380,0.0332027921333918
379,0.0766662240383852,379,0.25776583021931,379,0.0789742076589273,379,0.0333728563016431
378,0.0760752942564458,378,0.26901146542481,378,0.0786088290946398,378,0.0330908963351457
377,0.0752141511277264,377,0.27990590454539,377,0.0777360581493823,377,0.0327655984065337
376,0.0752720534940894,376,0.293663551794446,376,0.0781236021041555,376,0.0326214996983484
375,0.0757036246045994,375,0.308931032226848,375,0.0785379180285797,375,0.03286777753351
374,0.0757880362327953,374,0.32508715432491,374,0.0789072725596971,374,0.0333632683331614
373,0.0762857171393389,373,0.34270836170821,373,0.0796713678621591,373,0.0335637092962113
372,0.0763841921810166,372,0.360346986403911,372,0.0799092101055544,372,0.0333678526415369
371,0.0764496591160641,371,0.378012986730894,371,0.0801817097993569,371,0.0332723468973336
370,0.0768583946279376,370,0.397427406729261,370,0.080906821668361,370,0.033180662137972
369,0.0775255813923733,369,0.419962085550467,369,0.0816585443075053,369,0.0337490506041877
368,0.0777799925631663,368,0.442700973746787,368,0.0826058623435113,368,0.0339003249008127
367,0.0786217965872736,367,0.465389988268524,367,0.0830033563930404,367,0.0337043723656195
366,0.0791774667126942,366,0.490378637005883,366,0.0839530188832162,366,0.0338696796248388
365,0.080069421081773,365,0.517239057439709,365,0.0854429449139064,365,0.0340829260120484
364,0.0810482769781539,364,0.545864272984554,364,0.0868794066292873,364,0.034439223359532
363,0.0820762166783756,363,0.575998643669006,363,0.0877491901464185,363,0.0345147780278486
362,0.0824029017147587,362,0.602548345729566,362,0.0887267945116076,362,0.0337072537915035
361,0.0827261684827232,361,0.630912904986448,361,0.0897087685651695,361,0.0331196149034612
360,0.0847089676731201,360,0.665319375181763,360,0.091505072980525,360,0.0335255655430789
359,0.0866673918595079,359,0.703707769354402,359,0.0936333918212737,359,0.0342745115492382
358,0.087755906798068,358,0.738911016176571,358,0.0953480443409429,358,0.0340993059177564
357,0.0881396888065172,357,0.774237686409176,357,0.0964954465394082,357,0.0338539520215247
356,0.0898706943019853,356,0.815340597566207,356,0.098812482565229,356,0.0338413031879697
355,0.0910679579761957,355,0.857223783794738,355,0.100601458077731,355,0.0340622630122404
354,0.0918462228205832,354,0.899014680594751,354,0.101588899726855,354,0.0343718069602486
353,0.0925950636064152,353,0.941482232690634,353,0.102900734247328,353,0.03416354350984
352,0.0931005900884008,352,0.989907931244393,352,0.103913416244735,352,0.034594018056025
351,0.0937439431451372,351,1.03843967136446,351,0.105061151121861,351,0.0347413526799923
350,0.093958027637589,350,1.08595022701217,350,0.105929076081136,350,0.0346816558072822
